sales,profit,shipping_cost,unit_price,quantity,discount,heavy_discount,heavy_discount_regions,non_profitable,non_profitable_regions,more_qty,more_qty_regions,category_Furniture,category_Office Supplies,category_Technology
22.959999999999997,7.576799999999999,3.39,3.28,7,0.0,0,0,0,0,1,1,0,1,0
22.959999999999997,6.658399999999997,2.45,3.28,7,0.0,0,0,0,0,1,1,0,1,0
52.85999999999999,4.74,9.36,26.429999999999996,2,0.0,0,0,0,0,0,1,0,1,0
58.199999999999996,4.5600000000000005,9.36,14.549999999999999,4,0.0,0,0,0,0,1,1,0,1,0
11.76,3.1752000000000002,1.86,2.94,4,0.0,0,0,0,0,1,1,0,1,0
561.0,44.8,9.356,112.2,5,0.0,0,0,0,0,1,1,1,0,0
112.824,-50.856,9.35,18.804,6,0.4,1,0,1,0,1,1,1,0,0
73.95,7.38,9.35,73.95,1,0.0,0,0,0,0,0,1,0,0,1
49.08,21.54,9.35,24.54,2,0.0,0,0,0,0,0,1,0,1,0
86.39999999999999,12.0,9.35,10.799999999999999,8,0.0,0,1,0,1,1,0,0,1,0
123.47999999999999,41.86,9.348,17.639999999999997,7,0.0,0,0,0,0,1,1,0,1,0
151.23600000000002,5.0159999999999965,9.345,50.412000000000006,3,0.4,1,0,0,0,1,1,1,0,0
33.17999999999999,9.6,9.343,11.059999999999997,3,0.0,0,0,0,0,1,1,0,1,0
67.5,12.060000000000002,9.34,11.25,6,0.0,0,0,0,0,1,1,0,1,0
12.96,6.3504000000000005,1.79,6.48,2,0.0,0,0,0,0,0,1,0,1,0
54.72,6.0,9.34,13.68,4,0.0,0,0,0,0,1,1,0,1,0
109.66499999999998,-30.734999999999985,9.34,36.55499999999999,3,0.5,1,0,1,0,1,1,0,0,1
47.682,0.5219999999999994,9.34,23.841,2,0.1,0,0,0,0,0,1,0,1,0
83.46000000000001,33.36,9.34,83.46000000000001,1,0.0,0,0,0,0,0,0,0,1,0
899.43,-12.84900000000016,149.73,179.886,5,0.3,1,0,1,0,1,1,1,0,0
86.96000000000001,22.6,9.338,43.480000000000004,2,0.0,0,0,0,0,0,1,0,0,1
169.92,15.239999999999998,9.334,56.63999999999999,3,0.0,0,0,0,0,1,1,0,0,1
252.30000000000004,10.080000000000002,9.333,84.10000000000001,3,0.0,0,0,0,0,1,1,0,0,1
283.2,2.8200000000000003,9.331,94.39999999999999,3,0.0,0,0,0,0,1,1,0,1,0
88.74000000000001,15.03,9.33,29.580000000000002,3,0.0,0,0,0,0,1,1,0,1,0
61.839999999999996,8.0,9.33,30.919999999999998,2,0.0,0,0,0,0,0,1,0,1,0
96.60000000000001,11.58,9.33,48.300000000000004,2,0.0,0,0,0,0,0,1,0,1,0
49.0779,-5.372100000000001,9.33,16.3593,3,0.17,0,0,1,0,1,1,0,1,0
47.04,18.330000000000002,9.33,47.04,1,0.0,0,0,0,0,0,0,0,1,0
127.58400000000002,-23.496000000000024,9.33,31.896000000000004,4,0.4,1,0,1,0,1,1,0,0,1
263.65500000000003,17.504999999999992,9.33,52.73100000000001,5,0.1,0,0,0,0,1,1,1,0,0
152.81999999999996,4.32,9.33,16.979999999999997,9,0.0,0,0,0,0,1,1,0,1,0
115.416,-3.8640000000000185,9.33,28.854,4,0.4,1,0,1,0,1,1,0,1,0
30.288,-18.191999999999993,9.33,7.572,4,0.6,1,1,1,1,1,0,0,1,0
91.152,-145.84799999999996,9.33,22.788,4,0.7,1,1,1,1,1,0,0,0,1
48.84,0.0,9.33,12.21,4,0.0,0,0,0,0,1,1,0,1,0
42.17999999999999,5.459999999999999,9.327,14.059999999999997,3,0.0,0,0,0,0,1,1,0,1,0
105.52000000000001,18.96,9.322,26.380000000000003,4,0.0,0,0,0,0,1,1,0,1,0
52.217999999999996,6.378,9.32,26.108999999999998,2,0.1,0,0,0,0,0,1,0,1,0
62.16,4.949999999999999,9.32,62.16,1,0.0,0,0,0,0,0,0,0,1,0
136.15200000000002,23.74199999999999,9.32,45.38400000000001,3,0.2,0,0,0,0,1,1,1,0,0
116.03999999999999,27.839999999999996,9.32,58.019999999999996,2,0.0,0,0,0,0,0,0,1,0,0
238.67999999999995,-47.76000000000002,9.32,119.33999999999997,2,0.4,1,0,1,0,0,1,0,1,0
173.78999999999996,24.300000000000004,9.32,57.929999999999986,3,0.0,0,0,0,0,1,1,1,0,0
29.28,-11.720000000000002,9.318000000000001,29.28,1,0.4,1,0,1,0,0,1,0,0,1
110.47999999999999,22.080000000000002,9.315000000000001,27.619999999999997,4,0.0,0,0,0,0,1,1,0,1,0
120.84,19.32,9.31,30.21,4,0.0,0,0,0,0,1,0,0,1,0
81.03,17.82,9.31,81.03,1,0.0,0,0,0,0,0,0,0,0,1
102.68999999999998,38.85000000000001,9.31,14.669999999999998,7,0.0,0,0,0,0,1,1,0,1,0
206.76,66.12,9.31,51.69,4,0.0,0,0,0,0,1,0,1,0,0
431.97600000000006,26.998499999999993,40.59,143.99200000000002,3,0.2,0,0,0,0,1,1,0,0,1
193.68,73.56,9.31,48.42,4,0.0,0,0,0,0,1,1,0,1,0
116.02499999999999,-6.974999999999994,9.31,23.205,5,0.5,1,0,1,0,1,1,0,1,0
91.20240000000001,-53.39760000000001,9.31,22.800600000000003,4,0.47000000000000003,1,0,1,0,1,1,0,0,1
208.16,56.20320000000001,17.78,208.16,1,0.0,0,0,0,0,0,1,0,1,0
86.94,7.620000000000001,9.31,21.735,4,0.1,0,0,0,0,1,1,0,1,0
242.94,9.71759999999999,16.91,80.98,3,0.0,0,0,0,0,1,1,0,1,0
64.557,27.926999999999992,9.31,21.519000000000002,3,0.1,0,0,0,0,1,1,0,1,0
111.84,54.72,9.31,27.96,4,0.0,0,1,0,1,1,0,0,1,0
137.088,-34.272,9.306000000000001,17.136,8,0.2,0,0,1,0,1,1,0,1,0
141.678,44.95800000000001,9.3,70.839,2,0.15,0,0,0,0,0,1,0,0,1
44.13,18.09,9.3,44.13,1,0.0,0,0,0,0,0,1,0,0,1
156.79200000000003,13.719300000000004,12.85,156.79200000000003,1,0.2,0,0,0,0,0,1,0,0,1
125.19,29.97,9.3,41.73,3,0.0,0,0,0,0,1,1,0,0,1
93.0,19.44,9.3,23.25,4,0.0,0,1,0,1,1,0,0,1,0
171.90959999999998,-12.5304,9.3,42.977399999999996,4,0.17,0,0,1,0,1,1,0,1,0
116.388,-103.21199999999999,9.3,23.2776,5,0.47000000000000003,1,0,1,0,1,1,0,1,0
133.02,2.6099999999999994,9.3,44.34,3,0.0,0,0,0,0,1,1,0,1,0
151.52,47.32,9.297,30.304000000000002,5,0.2,0,0,0,0,1,1,0,1,0
37.32000000000001,4.8,9.294,12.440000000000003,3,0.0,0,0,0,0,1,1,0,1,0
151.74,57.3,9.29,37.935,4,0.1,0,0,0,0,1,1,0,0,1
130.62,10.44,9.29,130.62,1,0.0,0,0,0,0,0,0,1,0,0
43.919999999999995,19.32,9.29,10.979999999999999,4,0.0,0,1,0,1,1,0,0,1,0
219.60000000000002,-140.64000000000001,9.29,27.450000000000003,8,0.5,1,0,1,0,1,1,0,1,0
88.44,35.37,9.29,88.44,1,0.0,0,0,0,0,0,1,0,0,1
135.32399999999998,29.964,9.29,33.830999999999996,4,0.1,0,0,0,0,1,1,0,1,0
50.25,12.54,9.29,50.25,1,0.0,0,0,0,0,0,1,1,0,0
189.7,89.15899999999999,12.38,37.94,5,0.0,0,0,0,0,1,1,0,1,0
133.65000000000003,50.4,9.29,26.730000000000008,5,0.1,0,0,0,0,1,1,0,1,0
248.07999999999998,116.59759999999997,12.15,35.44,7,0.0,0,0,0,0,1,1,0,1,0
229.12000000000003,-11.520000000000005,9.286,28.640000000000004,8,0.2,0,0,1,0,1,1,0,1,0
225.23999999999995,58.55999999999999,9.282,75.07999999999998,3,0.0,0,0,0,0,1,1,0,0,1
98.07,3.7800000000000002,9.28,14.01,7,0.0,0,0,0,0,1,1,0,1,0
144.18,7.199999999999999,9.28,144.18,1,0.0,0,0,0,0,0,0,0,0,1
149.57999999999998,55.08,9.28,16.619999999999997,9,0.0,0,0,0,0,1,1,0,1,0
83.4,3.3000000000000003,9.28,41.7,2,0.0,0,0,0,0,0,0,0,1,0
105.912,-50.328,9.28,17.652,6,0.6,1,1,1,1,1,0,0,0,1
126.74999999999999,18.900000000000002,9.28,25.349999999999998,5,0.0,0,0,0,0,1,1,1,0,0
134.217,32.78699999999999,9.28,44.739000000000004,3,0.1,0,0,0,0,1,1,0,1,0
109.08,52.32000000000001,9.28,54.54,2,0.0,0,0,0,0,0,1,0,1,0
146.7,20.52,9.28,73.35,2,0.0,0,0,0,0,0,1,0,0,1
83.439,-17.180999999999997,9.28,13.9065,6,0.27,0,0,1,0,1,1,1,0,0
177.35999999999996,54.96,9.279,44.33999999999999,4,0.0,0,0,0,0,1,1,0,0,1
77.52000000000001,-29.76000000000001,9.275,19.380000000000003,4,0.4,1,0,1,0,1,1,1,0,0
118.85999999999999,47.459999999999994,9.274,16.979999999999997,7,0.0,0,0,0,0,1,1,0,1,0
70.88,33.313599999999994,11.01,35.44,2,0.0,0,0,0,0,0,1,0,1,0
47.519999999999996,23.28,9.27,23.759999999999998,2,0.0,0,0,0,0,0,1,1,0,0
87.74759999999998,6.267600000000002,9.27,21.936899999999994,4,0.17,0,0,0,0,1,1,0,1,0
47.304,11.033999999999999,9.27,15.768,3,0.1,0,0,0,0,1,1,0,1,0
100.02000000000001,0.96,9.27,50.010000000000005,2,0.0,0,1,0,1,0,0,1,0,0
155.52,23.31,9.27,51.84,3,0.0,0,0,0,0,1,1,0,1,0
52.8,19.5,9.27,26.4,2,0.0,0,0,0,0,0,1,0,1,0
46.2,5.774999999999999,10.74,9.24,5,0.2,0,0,0,0,1,1,0,1,0
70.72800000000001,3.5280000000000085,9.262,10.104000000000001,7,0.4,1,0,0,0,1,1,1,0,0
110.16,-16.559999999999995,9.26,36.72,3,0.4,1,0,1,0,1,1,0,1,0
93.96000000000001,30.96,9.26,15.660000000000002,6,0.0,0,0,0,0,1,1,0,1,0
53.28,4.74,9.26,26.64,2,0.0,0,0,0,0,0,1,0,1,0
76.864,26.902399999999993,8.23,38.432,2,0.2,0,0,0,0,0,1,0,1,0
74.09400000000001,-36.456,9.26,14.818800000000001,5,0.47000000000000003,1,0,1,0,1,1,0,1,0
166.89000000000001,25.02,9.26,166.89000000000001,1,0.0,0,0,0,0,0,1,0,0,1
95.03999999999999,30.36,9.26,23.759999999999998,4,0.0,0,0,0,0,1,0,1,0,0
97.74000000000001,10.739999999999998,9.26,32.580000000000005,3,0.0,0,0,0,0,1,1,0,1,0
70.34252000000001,-79.89748,9.254999999999999,70.34252000000001,1,0.602,1,0,1,0,0,1,0,0,1
73.536,-9.203999999999999,9.254000000000001,24.512,3,0.2,0,0,1,0,1,1,1,0,0
124.8,26.160000000000004,9.251000000000001,20.8,6,0.0,0,0,0,0,1,1,0,1,0
54.66000000000001,7.08,9.25,27.330000000000005,2,0.0,0,0,0,0,0,1,0,1,0
109.95000000000002,12.09,9.25,109.95000000000002,1,0.0,0,0,0,0,0,1,1,0,0
143.13,57.239999999999995,9.25,143.13,1,0.0,0,0,0,0,0,1,0,0,1
79.356,-21.834000000000003,9.25,79.356,1,0.6,1,1,1,1,0,0,0,1,0
33.568000000000005,11.748799999999997,5.61,16.784000000000002,2,0.2,0,0,0,0,0,1,0,1,0
30.744,-47.16599999999999,9.25,30.744,1,0.7,1,1,1,1,0,0,0,0,1
125.37,0.0,9.25,41.79,3,0.0,0,0,0,0,1,1,0,0,1
97.02,35.879999999999995,9.248000000000001,32.339999999999996,3,0.0,0,0,0,0,1,1,0,1,0
93.05999999999999,8.34,9.245999999999999,31.019999999999996,3,0.0,0,0,0,0,1,1,0,0,1
164.6,21.36,9.245000000000001,82.3,2,0.0,0,0,0,0,0,1,1,0,0
42.959999999999994,-16.480000000000004,9.245000000000001,21.479999999999997,2,0.4,1,0,1,0,0,1,0,1,0
66.21999999999998,16.520000000000003,9.243,9.459999999999997,7,0.0,0,0,0,0,1,1,0,1,0
211.9920000000001,-132.52800000000008,9.243,70.66400000000003,3,0.6,1,0,1,0,1,1,0,0,1
62.64000000000001,0.6,9.24,10.440000000000001,6,0.0,0,0,0,0,1,1,0,1,0
38.31,4.199999999999999,9.24,38.31,1,0.0,0,0,0,0,0,1,0,0,1
455.48999999999995,86.49,9.24,151.82999999999998,3,0.0,0,0,0,0,1,1,0,0,1
170.51999999999998,68.04,9.24,24.359999999999996,7,0.0,0,0,0,0,1,1,0,1,0
148.79999999999998,46.08,9.24,74.39999999999999,2,0.0,0,0,0,0,0,1,0,0,1
88.53,3.54,9.24,88.53,1,0.0,0,0,0,0,0,0,0,0,1
144.09599999999998,-26.424,9.238,72.04799999999999,2,0.4,1,0,1,0,0,1,1,0,0
99.72,39.84,9.237,33.24,3,0.0,0,0,0,0,1,1,0,1,0
121.2,27.839999999999996,9.236,20.2,6,0.0,0,0,0,0,1,1,0,1,0
54.48,10.319999999999999,9.232,9.08,6,0.0,0,0,0,0,1,1,0,1,0
99.72,35.88,9.231,99.72,1,0.0,0,0,0,0,0,1,1,0,0
101.03999999999999,29.28,9.23,50.519999999999996,2,0.0,0,0,0,0,0,0,0,1,0
47.208,15.342599999999997,5.13,6.744,7,0.2,0,0,0,0,1,1,0,1,0
340.38,54.42,9.23,170.19,2,0.0,0,1,0,1,0,0,1,0,0
178.56,0.0,9.23,89.28,2,0.0,0,0,0,0,0,1,1,0,0
44.46,14.671799999999998,3.97,22.23,2,0.0,0,0,0,0,0,1,1,0,0
131.568,-55.99200000000002,9.23,32.892,4,0.6,1,1,1,1,1,0,1,0,0
90.9348,14.134799999999995,9.23,22.7337,4,0.17,0,0,0,0,1,1,0,1,0
49.3515,-4.558500000000002,9.23,16.4505,3,0.45,1,0,1,0,1,1,0,1,0
55.35,22.650000000000002,9.23,11.07,5,0.0,0,0,0,0,1,1,0,1,0
35.89,16.150499999999997,3.49,35.89,1,0.0,0,0,0,0,0,1,0,1,0
89.16000000000001,32.94,9.23,44.580000000000005,2,0.0,0,0,0,0,0,1,0,1,0
83.7894,-11.4906,9.23,41.8947,2,0.27,0,0,1,0,0,1,1,0,0
103.95,17.220000000000002,9.23,14.85,7,0.1,0,0,0,0,1,1,0,1,0
34.47,1.3499999999999999,9.23,11.49,3,0.0,0,0,0,0,1,1,0,1,0
76.896,-7.704000000000001,9.23,38.448,2,0.1,0,0,1,0,0,1,1,0,0
135.63,40.67999999999999,9.23,45.21,3,0.0,0,0,0,0,1,1,0,0,1
176.84,33.56,9.229000000000001,88.42,2,0.0,0,0,0,0,0,1,0,0,1
106.816,36.016000000000005,9.228,53.408,2,0.2,0,0,0,0,0,1,1,0,0
116.71199999999999,-40.888,9.224,58.355999999999995,2,0.4,1,0,1,0,0,1,1,0,0
100.40000000000002,8.0,9.222,20.080000000000005,5,0.0,0,0,0,0,1,1,0,1,0
185.598,-2.9819999999999993,9.22,92.799,2,0.37,1,0,1,0,0,1,1,0,0
64.25999999999999,32.099999999999994,9.22,32.129999999999995,2,0.0,0,0,0,0,0,1,0,1,0
37.24,10.799599999999998,2.65,9.31,4,0.0,0,0,0,0,1,1,0,1,0
75.006,26.646,9.22,75.006,1,0.1,0,0,0,0,0,1,0,0,1
49.59,17.28,9.22,16.53,3,0.0,0,0,0,0,1,1,0,1,0
47.952000000000005,16.183799999999998,2.6,15.984000000000002,3,0.2,0,0,0,0,1,1,0,1,0
118.80000000000001,49.800000000000004,9.22,29.700000000000003,4,0.0,0,1,0,1,1,0,0,1,0
20.07,9.232199999999999,2.13,6.69,3,0.0,0,0,0,0,1,1,0,1,0
83.28,34.08,9.22,20.82,4,0.0,0,0,0,0,1,1,0,1,0
140.76000000000005,-178.36000000000004,9.215,35.19000000000001,4,0.7,1,0,1,0,1,1,0,0,1
53.12000000000002,-4.000000000000004,9.213,26.56000000000001,2,0.2,0,0,1,0,0,1,0,1,0
65.7,5.2,9.211,13.14,5,0.0,0,0,0,0,1,1,0,1,0
142.74,17.099999999999998,9.21,23.790000000000003,6,0.0,0,0,0,0,1,1,0,1,0
29.280000000000005,2.34,9.21,14.640000000000002,2,0.0,0,0,0,0,0,1,0,1,0
146.475,17.745,9.21,20.925,7,0.1,0,0,0,0,1,1,0,1,0
133.29,43.92,9.21,44.43,3,0.0,0,0,0,0,1,1,0,1,0
17.96,5.837,2.02,3.592,5,0.2,0,0,0,0,1,1,0,1,0
10.824,2.5707,1.88,3.608,3,0.2,0,0,0,0,1,1,0,1,0
68.67,10.98,9.21,22.89,3,0.0,0,0,0,0,1,1,0,1,0
79.08,33.96,9.21,19.77,4,0.0,0,0,0,0,1,1,0,1,0
121.79999999999998,15.75,9.21,17.4,7,0.0,0,0,0,0,1,1,0,1,0
59.80800000000001,19.4376,1.83,19.936000000000003,3,0.2,0,0,0,0,1,1,0,1,0
100.19999999999999,33.96,9.21,25.049999999999997,4,0.0,0,0,0,0,1,1,0,1,0
82.863,-58.797,9.21,27.621,3,0.45,1,0,1,0,1,1,0,1,0
368.55,4.049999999999997,9.21,122.85000000000001,3,0.1,0,0,0,0,1,1,0,0,1
15.28,7.4872,1.74,7.64,2,0.0,0,0,0,0,0,1,0,1,0
73.44000000000001,20.520000000000003,9.204,12.240000000000002,6,0.0,0,0,0,0,1,1,0,1,0
67.28,6.04,9.203,33.64,2,0.0,0,0,0,0,0,1,0,1,0
7.992000000000001,0.6993,1.7,7.992000000000001,1,0.2,0,0,0,0,0,1,0,0,1
180.08370000000002,-12.336300000000008,9.2,60.02790000000001,3,0.27,0,0,1,0,1,1,1,0,0
84.96000000000001,36.51,9.2,84.96000000000001,1,0.0,0,0,0,0,0,1,0,0,1
80.35199999999999,0.8820000000000032,9.2,26.783999999999995,3,0.1,0,0,0,0,1,1,0,1,0
69.44399999999999,-16.236,9.2,34.721999999999994,2,0.4,1,0,1,0,0,1,0,1,0
55.50600000000001,-10.134,9.2,27.753000000000004,2,0.45,1,0,1,0,0,1,0,1,0
59.6,4.1,9.199,11.92,5,0.0,0,0,0,0,1,1,0,1,0
151.67999999999998,17.04,9.192,25.279999999999998,6,0.2,0,0,0,0,1,1,1,0,0
96.16499999999999,-7.694999999999993,9.19,32.055,3,0.5,1,0,1,0,1,1,1,0,0
83.67,-28.470000000000006,9.19,41.835,2,0.5,1,0,1,0,0,1,0,0,1
94.284,31.374000000000002,9.19,31.428,3,0.1,0,0,0,0,1,1,0,1,0
35.0,16.8,1.68,5.0,7,0.0,0,0,0,0,1,1,0,1,0
22.740000000000002,8.8686,1.42,7.580000000000001,3,0.0,0,0,0,0,1,1,0,1,0
113.76,1.08,9.19,56.88,2,0.0,0,0,0,0,0,0,0,1,0
108.276,-182.544,9.19,54.138,2,0.65,1,0,1,0,0,1,0,0,1
319.77,121.5,9.19,319.77,1,0.0,0,0,0,0,0,0,1,0,0
148.41,34.11,9.19,49.47,3,0.0,0,0,0,0,1,1,0,1,0
106.542,46.122,9.19,53.271,2,0.1,0,0,0,0,0,1,1,0,0
286.8,-172.20000000000005,9.19,57.36,5,0.6,1,0,1,0,1,1,1,0,0
5.04,0.15120000000000022,1.07,2.52,2,0.0,0,0,0,0,0,1,0,1,0
76.17600000000003,-172.70400000000004,9.19,38.088000000000015,2,0.7,1,1,1,1,0,0,0,1,0
99.47999999999999,23.82,9.19,49.739999999999995,2,0.0,0,0,0,0,0,0,0,1,0
58.8,15.84,9.189,14.7,4,0.0,0,0,0,0,1,1,0,1,0
69.12000000000002,2.7600000000000002,9.181000000000001,34.56000000000001,2,0.0,0,0,0,0,0,1,0,1,0
97.80000000000001,2.88,9.18,48.900000000000006,2,0.0,0,0,0,0,0,1,0,1,0
609.48,79.2,9.18,50.79,12,0.0,0,0,0,0,1,0,0,1,0
93.6006,14.1006,9.18,46.8003,2,0.27,0,0,0,0,0,1,1,0,0
126.44999999999999,41.67,9.18,42.15,3,0.0,0,0,0,0,1,1,0,0,1
192.16000000000003,67.25599999999999,18.82,38.432,5,0.2,0,0,0,0,1,1,0,1,0
94.08,27.240000000000002,9.18,47.04,2,0.0,0,0,0,0,0,1,0,1,0
109.008,39.467999999999996,9.175,36.336,3,0.2,0,0,0,0,1,1,0,0,1
94.9,40.8,9.175,18.98,5,0.0,0,0,0,0,1,1,0,1,0
79.596,-33.26400000000001,9.174,8.844000000000001,9,0.4,1,0,1,0,1,1,0,1,0
157.32,66.0,9.17,39.33,4,0.0,0,0,0,0,1,1,0,0,1
332.94,53.270399999999995,18.55,110.98,3,0.0,0,0,0,0,1,1,1,0,0
135.09,28.349999999999998,9.17,45.03,3,0.0,0,0,0,0,1,1,1,0,0
159.73200000000003,63.85199999999999,9.17,39.93300000000001,4,0.1,0,0,0,0,1,1,0,1,0
148.44,23.73,9.17,148.44,1,0.0,0,0,0,0,0,0,1,0,0
103.58400000000002,-33.666,9.17,103.58400000000002,1,0.6,1,1,1,1,0,0,0,0,1
49.32000000000001,5.4,9.17,49.32000000000001,1,0.0,0,0,0,0,0,0,0,1,0
205.666,-12.097999999999999,17.41,102.833,2,0.15,0,0,1,0,0,1,1,0,0
60.89,15.222499999999997,10.07,60.89,1,0.0,0,0,0,0,0,1,1,0,0
60.92,23.719999999999995,9.167,30.46,2,0.0,0,0,0,0,0,1,0,1,0
195.66,-105.66,9.16,32.61,6,0.5,1,0,1,0,1,1,0,0,1
112.68,4.4399999999999995,9.16,28.17,4,0.0,0,0,0,0,1,0,0,0,1
85.35,34.95,9.16,17.07,5,0.0,0,0,0,0,1,1,0,1,0
106.32,31.799999999999997,9.16,26.58,4,0.0,0,0,0,0,1,1,0,1,0
91.38,14.580000000000002,9.16,45.69,2,0.0,0,0,0,0,0,1,0,1,0
136.14,13.559999999999999,9.16,68.07,2,0.0,0,0,0,0,0,1,0,0,1
88.19999999999999,7.92,9.16,88.19999999999999,1,0.0,0,0,0,0,0,1,1,0,0
122.148,-13.572000000000001,9.16,30.537,4,0.1,0,0,1,0,1,1,0,1,0
143.13,57.239999999999995,9.16,143.13,1,0.0,0,0,0,0,0,0,0,0,1
74.624,-7.616,9.151,9.328,8,0.2,0,0,1,0,1,1,0,1,0
130.32,51.84,9.15,10.86,12,0.0,0,0,0,0,1,0,0,1,0
110.24999999999997,11.969999999999999,9.15,15.749999999999996,7,0.0,0,0,0,0,1,1,0,1,0
74.763,29.073,9.15,74.763,1,0.1,0,0,0,0,0,1,0,1,0
141.507,-4.7429999999999986,9.15,47.169000000000004,3,0.1,0,0,1,0,1,1,0,0,1
184.95000000000002,-92.52000000000002,9.15,61.650000000000006,3,0.5,1,0,1,0,1,1,0,0,1
103.92,14.52,9.15,25.98,4,0.0,0,0,0,0,1,1,0,0,1
60.66000000000001,-119.33999999999999,9.15,15.165000000000003,4,0.7,1,1,1,1,1,0,0,1,0
79.56,36.54,9.15,13.26,6,0.0,0,0,0,0,1,1,0,1,0
116.54999999999998,55.86,9.15,16.65,7,0.0,0,0,0,0,1,1,0,1,0
95.16,9.48,9.15,23.79,4,0.0,0,1,0,1,1,0,0,1,0
64.96,2.598399999999998,6.78,32.48,2,0.0,0,0,0,0,0,1,0,1,0
84.96000000000001,38.160000000000004,9.15,28.320000000000004,3,0.0,0,0,0,0,1,1,0,0,1
99.0,13.86,9.15,49.5,2,0.0,0,0,0,0,0,1,0,1,0
169.65,39.0,9.15,33.93,5,0.0,0,0,0,0,1,1,0,1,0
68.56,-37.74000000000001,9.145999999999999,13.712,5,0.6,1,0,1,0,1,1,0,1,0
181.11599999999999,-6.083999999999992,9.142,20.124,9,0.4,1,0,1,0,1,1,1,0,0
37.589999999999996,2.25,9.14,37.589999999999996,1,0.0,0,0,0,0,0,1,0,1,0
44.688,5.0273999999999965,6.61,6.384,7,0.2,0,0,0,0,1,1,0,1,0
40.410000000000004,18.5886,5.74,4.49,9,0.0,0,0,0,0,1,1,0,1,0
40.97999999999999,-65.568,4.14,8.195999999999998,5,0.8,1,0,1,0,1,1,0,1,0
70.19999999999999,21.69,9.14,23.399999999999995,3,0.0,0,0,0,0,1,1,1,0,0
51.900000000000006,24.393,3.52,17.3,3,0.0,0,0,0,0,1,1,0,1,0
129.519,11.439,9.14,43.173,3,0.1,0,0,0,0,1,1,0,1,0
44.550000000000004,-5.400000000000006,9.14,14.850000000000001,3,0.5,1,0,1,0,1,1,0,1,0
170.91000000000003,34.02,9.14,18.990000000000002,9,0.0,0,0,0,0,1,1,0,1,0
163.38000000000002,75.11999999999999,9.138,54.46000000000001,3,0.0,0,0,0,0,1,1,0,0,1
336.23999999999995,100.85999999999999,9.138,112.07999999999998,3,0.0,0,0,0,0,1,1,0,0,1
190.62000000000003,62.88000000000001,9.136,63.54000000000001,3,0.0,0,0,0,0,1,1,0,1,0
229.44,27.36,9.13,28.68,8,0.0,0,0,0,0,1,1,0,1,0
172.206,9.546000000000003,9.13,172.206,1,0.1,0,0,0,0,0,1,0,0,1
39.58199999999999,-59.372999999999976,3.12,4.397999999999999,9,0.8,1,0,1,0,1,1,0,1,0
121.6,39.51999999999999,3.08,24.32,5,0.2,0,0,0,0,1,1,0,1,0
17.14,6.170400000000001,2.65,8.57,2,0.0,0,0,0,0,0,1,1,0,0
146.44799999999998,45.558,9.13,48.815999999999995,3,0.1,0,0,0,0,1,1,0,1,0
69.33990000000001,-57.71010000000001,9.13,9.905700000000001,7,0.47000000000000003,1,0,1,0,1,1,0,1,0
10.9,3.5970000000000004,2.63,2.18,5,0.0,0,0,0,0,1,1,0,1,0
7.88,1.7730000000000004,2.59,7.88,1,0.2,0,0,0,0,0,1,0,1,0
31.744,2.3808000000000007,2.52,15.872,2,0.2,0,0,0,0,0,1,0,1,0
27.968000000000004,6.992000000000001,2.51,13.984000000000002,2,0.2,0,0,0,0,0,1,0,0,1
100.5,-23.5,9.129999999999999,20.1,5,0.4,1,0,1,0,1,1,1,0,0
461.2999999999999,124.46000000000004,9.125,65.89999999999999,7,0.0,0,0,0,0,1,1,0,1,0
132.132,-2.2680000000000176,9.123999999999999,18.876,7,0.4,1,0,1,0,1,1,1,0,0
54.455999999999996,1.7759999999999934,9.123000000000001,27.227999999999998,2,0.4,1,0,0,0,0,1,1,0,0
163.38000000000002,40.8,9.123000000000001,54.46000000000001,3,0.0,0,0,0,0,1,1,0,0,1
114.23999999999998,-47.6,9.120000000000001,57.11999999999999,2,0.4,1,0,1,0,0,1,1,0,0
76.452,-87.948,9.12,76.452,1,0.6,1,1,1,1,0,0,0,0,1
74.49000000000001,-17.91000000000001,9.12,37.245000000000005,2,0.5,1,0,1,0,0,1,1,0,0
122.21999999999998,58.59,9.12,17.459999999999997,7,0.0,0,0,0,0,1,1,1,0,0
157.59,18.900000000000002,9.12,52.53,3,0.0,0,0,0,0,1,1,0,1,0
53.39999999999999,22.38,9.12,26.699999999999996,2,0.0,0,0,0,0,0,1,0,1,0
283.608,37.608000000000004,9.12,35.451,8,0.1,0,0,0,0,1,1,0,1,0
10.89,2.8314000000000004,1.85,10.89,1,0.0,0,0,0,0,0,1,0,1,0
143.13,57.239999999999995,9.12,143.13,1,0.0,0,0,0,0,0,0,0,0,1
66.24,3.96,9.12,16.56,4,0.0,0,0,0,0,1,1,0,1,0
33.480000000000004,-24.840000000000003,9.12,8.370000000000001,4,0.5,1,0,1,0,1,1,0,1,0
77.39999999999999,33.21,9.12,25.799999999999997,3,0.0,0,0,0,0,1,1,0,1,0
201.84,3.96,9.12,50.46,4,0.0,0,0,0,0,1,1,0,1,0
67.86,7.4399999999999995,9.12,33.93,2,0.0,0,0,0,0,0,1,0,1,0
102.546,-1.314,9.12,17.091,6,0.1,0,0,1,0,1,1,1,0,0
48.896,8.556799999999999,1.56,12.224,4,0.2,0,0,0,0,1,1,1,0,0
147.69000000000003,67.86,9.12,49.23000000000001,3,0.0,0,0,0,0,1,1,0,1,0
